Año,Mes,Día,Hora,Día de la semana,Temperatura (°C),Punto de rocío (°C),Humedad (%),Dirección del viento,Velocidad del viento (m/s),Ráfaga de viento (m/s),Presión (hPa),Precipitación (mm),Condición meteorológica
2016,1,26,7,1,6.111111111111111,-3.3333333333333335,51.0,CALMA,0.0,0.0,981.714461,0.0,Despejado
2016,1,26,8,1,6.111111111111111,-3.3333333333333335,51.0,SE,1.34112,0.0,982.0531000000001,0.0,Despejado
2016,1,26,9,1,9.444444444444445,-5.555555555555555,35.0,SO,2.2352,0.0,983.069017,0.0,Despejado
2016,1,26,10,1,12.777777777777779,-7.777777777777778,23.0,S,2.2352,0.0,984.084934,0.0,Despejado
2016,1,26,11,1,15.0,-10.0,17.0,N,2.68224,0.0,984.084934,0.0,Despejado
2016,1,26,12,1,16.11111111111111,-10.0,16.0,VAR,2.2352,0.0,983.746295,0.0,Despejado
2016,1,26,13,1,17.22222222222222,-11.666666666666666,13.0,VAR,2.2352,0.0,982.730378,0.0,Despejado
2016,1,26,14,1,18.88888888888889,-13.88888888888889,10.0,NNE,3.57632,0.0,981.714461,0.0,Despejado
2016,1,26,15,1,19.444444444444443,-13.88888888888889,10.0,N,4.02336,0.0,981.037183,0.0,Despejado
2016,1,26,16,1,20.0,-12.777777777777779,10.0,ESE,2.68224,0.0,980.359905,0.0,Despejado
2016,1,26,17,1,20.0,-12.777777777777779,10.0,SO,1.34112,0.0,980.359905,0.0,Parcialmente_nublado
2016,1,26,18,1,18.88888888888889,-12.777777777777779,11.0,ONO,3.57632,0.0,980.6985440000001,0.0,Mayormente_nublado
2016,1,26,19,1,17.77777777777778,-11.666666666666666,13.0,O,3.57632,0.0,981.714461,0.0,Mayormente_nublado
2016,1,26,20,1,13.88888888888889,-8.88888888888889,20.0,SO,2.2352,0.0,981.714461,0.0,Despejado
2016,1,26,21,1,16.11111111111111,-11.11111111111111,15.0,NNE,3.12928,0.0,982.0531000000001,0.0,Despejado
2016,1,26,22,1,16.11111111111111,-13.333333333333334,12.0,ENE,3.12928,0.0,982.391739,0.0,Despejado
2016,1,26,23,1,16.11111111111111,-12.222222222222221,13.0,NNE,3.57632,0.0,982.730378,0.0,Despejado
2016,1,27,0,2,15.0,-11.666666666666666,15.0,CALMA,0.0,0.0,983.069017,0.0,Despejado
2016,1,27,1,2,12.222222222222221,-9.444444444444445,22.0,VAR,1.34112,0.0,983.069017,0.0,Despejado
2016,1,27,2,2,10.555555555555555,-8.88888888888889,25.0,O,1.34112,0.0,983.069017,0.0,Despejado
2016,1,27,3,2,8.333333333333334,-6.666666666666667,34.0,SO,2.68224,0.0,983.407656,0.0,Despejado
2016,1,27,4,2,8.333333333333334,-6.666666666666667,34.0,CALMA,0.0,0.0,983.746295,0.0,Despejado
2016,1,27,5,2,7.777777777777778,-6.111111111111111,37.0,O,2.68224,0.0,984.084934,0.0,Despejado
2016,1,27,6,2,7.222222222222222,-6.111111111111111,39.0,E,2.2352,0.0,984.084934,0.0,Despejado
2016,1,27,7,2,8.333333333333334,-6.666666666666667,34.0,SE,1.34112,0.0,984.423573,0.0,Despejado
2016,1,27,8,2,10.555555555555555,-8.333333333333334,26.0,ENE,2.68224,0.0,985.100851,0.0,Despejado
2016,1,27,9,2,12.222222222222221,-8.333333333333334,23.0,ESE,2.2352,0.0,985.778129,0.0,Despejado
2016,1,27,10,2,15.0,-8.88888888888889,19.0,E,3.12928,0.0,986.1167680000001,0.0,Despejado
2016,1,27,11,2,16.11111111111111,-10.555555555555555,15.0,E,4.4704,0.0,986.1167680000001,0.0,Despejado
2016,1,27,12,2,18.333333333333332,-11.11111111111111,13.0,E,4.02336,0.0,985.100851,0.0,Despejado
2016,1,27,13,2,18.88888888888889,-11.11111111111111,12.0,ENE,3.12928,0.0,983.746295,0.0,Despejado
2016,1,27,14,2,20.0,-12.777777777777779,10.0,E,2.2352,0.0,982.391739,0.0,Despejado
2016,1,27,15,2,20.555555555555557,-12.777777777777779,10.0,VAR,2.68224,0.0,981.714461,0.0,Despejado
2016,1,27,16,2,21.11111111111111,-12.222222222222221,10.0,NNO,3.12928,0.0,981.714461,0.0,Parcialmente_nublado
2016,1,27,17,2,20.555555555555557,-11.11111111111111,11.0,NO,2.68224,0.0,981.3758220000001,0.0,Parcialmente_nublado
2016,1,27,18,2,20.0,-10.555555555555555,12.0,ONO,3.12928,0.0,981.3758220000001,0.0,Parcialmente_nublado
2016,1,27,19,2,17.22222222222222,-8.333333333333334,17.0,SO,1.34112,0.0,981.714461,0.0,Mayormente_nublado
2016,1,27,20,2,17.22222222222222,-8.333333333333334,17.0,O,2.2352,0.0,981.714461,0.0,Mayormente_nublado
2016,1,27,21,2,16.666666666666668,-7.777777777777778,18.0,ONO,1.34112,0.0,981.714461,0.0,Parcialmente_nublado
2016,1,27,22,2,14.444444444444445,-6.666666666666667,23.0,CALMA,0.0,0.0,981.714461,0.0,Despejado
2016,1,27,23,2,12.777777777777779,-5.0,29.0,CALMA,0.0,0.0,982.0531000000001,0.0,Parcialmente_nublado
2016,1,28,0,3,11.666666666666666,-3.888888888888889,34.0,E,3.12928,0.0,982.0531000000001,0.0,Parcialmente_nublado
2016,1,28,1,3,10.0,-3.3333333333333335,39.0,SSE,1.34112,0.0,981.714461,0.0,Parcialmente_nublado
2016,1,28,2,3,10.0,-3.3333333333333335,39.0,ESE,1.34112,0.0,981.714461,0.0,Parcialmente_nublado
2016,1,28,3,3,10.0,-3.888888888888889,38.0,CALMA,0.0,0.0,982.0531000000001,0.0,Parcialmente_nublado
2016,1,28,4,3,7.777777777777778,-1.6666666666666667,51.0,CALMA,0.0,0.0,981.714461,0.0,Mayormente_nublado
2016,1,28,5,3,8.333333333333334,-2.7777777777777777,46.0,E,2.68224,0.0,981.714461,0.0,Mayormente_nublado
2016,1,28,6,3,9.444444444444445,-3.3333333333333335,41.0,E,3.12928,0.0,981.714461,0.0,Mayormente_nublado
2016,1,28,7,3,9.444444444444445,-3.888888888888889,39.0,E,4.02336,0.0,981.714461,0.0,Mayormente_nublado
2016,1,28,8,3,9.444444444444445,-3.3333333333333335,41.0,ESE,2.68224,0.0,982.391739,0.0,Mayormente_nublado
2016,1,28,9,3,11.11111111111111,-3.3333333333333335,37.0,SE,3.57632,0.0,982.391739,0.0,Mayormente_nublado
2016,1,28,10,3,12.777777777777779,-3.3333333333333335,33.0,ESE,3.12928,0.0,982.730378,0.0,Mayormente_nublado
2016,1,28,11,3,15.555555555555555,-5.0,24.0,SE,2.2352,0.0,982.391739,0.0,Mayormente_nublado
2016,1,28,12,3,17.77777777777778,-5.0,21.0,ESE,1.34112,0.0,981.714461,0.0,Despejado
2016,1,28,13,3,18.88888888888889,-6.111111111111111,18.0,VAR,1.34112,0.0,980.359905,0.0,Mayormente_nublado
2016,1,28,14,3,20.0,-7.222222222222222,15.0,CALMA,0.0,0.0,979.005349,0.0,Mayormente_nublado
2016,1,28,15,3,20.555555555555557,-7.222222222222222,15.0,CALMA,0.0,0.0,977.989432,0.0,Mayormente_nublado
2016,1,28,16,3,21.666666666666668,-7.777777777777778,13.0,O,1.34112,0.0,977.312154,0.0,Mayormente_nublado
2016,1,28,17,3,22.22222222222222,-6.666666666666667,14.0,SO,2.68224,0.0,976.973515,0.0,Mayormente_nublado
2016,1,28,18,3,20.555555555555557,-6.111111111111111,16.0,O,2.68224,0.0,977.312154,0.0,Mayormente_nublado
2016,1,28,19,3,20.0,-6.666666666666667,16.0,ONO,2.2352,0.0,977.312154,0.0,Parcialmente_nublado
2016,1,28,20,3,16.666666666666668,-3.888888888888889,24.0,SO,1.34112,0.0,977.650793,0.0,Parcialmente_nublado
2016,1,28,21,3,16.11111111111111,-3.3333333333333335,26.0,O,1.34112,0.0,977.650793,0.0,Despejado
2016,1,28,22,3,14.444444444444445,-2.7777777777777777,31.0,O,1.34112,0.0,977.989432,0.0,Despejado
2016,1,28,23,3,11.666666666666666,-0.5555555555555556,43.0,NO,1.34112,0.0,979.005349,0.0,Despejado
2016,1,29,0,4,10.555555555555555,-1.6666666666666667,43.0,SSO,2.2352,0.0,979.3439880000001,0.0,Despejado
2016,1,29,1,4,11.666666666666666,-1.6666666666666667,40.0,E,2.2352,0.0,978.328071,0.0,Despejado
2016,1,29,2,4,10.0,-1.1111111111111112,46.0,E,3.57632,0.0,977.650793,0.0,Parcialmente_nublado
2016,1,29,3,4,10.555555555555555,-1.1111111111111112,44.0,ESE,3.12928,0.0,977.312154,0.0,Parcialmente_nublado
2016,1,29,4,4,8.88888888888889,-0.5555555555555556,52.0,E,3.57632,0.0,977.312154,0.0,Despejado
2016,1,29,5,4,8.88888888888889,-1.1111111111111112,50.0,ESE,4.4704,0.0,976.973515,0.0,Parcialmente_nublado
2016,1,29,6,4,9.444444444444445,-1.6666666666666667,46.0,SSE,3.57632,0.0,977.312154,0.0,Despejado
2016,1,29,7,4,8.88888888888889,-1.6666666666666667,48.0,E,1.34112,0.0,977.989432,0.0,Mayormente_nublado
2016,1,29,8,4,8.333333333333334,-1.1111111111111112,52.0,CALMA,0.0,0.0,978.328071,0.0,Mayormente_nublado
2016,1,29,9,4,10.555555555555555,-1.1111111111111112,44.0,E,2.68224,0.0,977.989432,0.0,Mayormente_nublado
2016,1,29,10,4,12.777777777777779,-1.6666666666666667,37.0,E,3.57632,0.0,978.328071,0.0,Parcialmente_nublado
2016,1,29,11,4,16.11111111111111,-2.7777777777777777,27.0,S,3.57632,0.0,978.328071,0.0,Despejado
2016,1,29,12,4,17.77777777777778,-2.7777777777777777,25.0,SE,2.2352,0.0,977.650793,0.0,Mayormente_nublado
2016,1,29,13,4,18.333333333333332,-3.3333333333333335,23.0,CALMA,0.0,0.0,976.6348760000001,0.0,Mayormente_nublado
2016,1,29,14,4,19.444444444444443,-3.3333333333333335,21.0,O,1.34112,0.0,975.618959,0.0,Mayormente_nublado
2016,1,29,15,4,20.555555555555557,-3.888888888888889,19.0,CALMA,0.0,0.0,974.941681,0.0,Mayormente_nublado
2016,1,29,16,4,21.11111111111111,-3.888888888888889,18.0,E,2.2352,0.0,973.9257640000001,0.0,Mayormente_nublado
2016,1,29,17,4,21.666666666666668,-3.888888888888889,18.0,S,1.34112,0.0,973.9257640000001,0.0,Mayormente_nublado
2016,1,29,18,4,20.0,-3.3333333333333335,21.0,CALMA,0.0,0.0,973.587125,0.0,Parcialmente_nublado
2016,1,29,19,4,19.444444444444443,-3.3333333333333335,21.0,ONO,3.12928,0.0,974.264403,0.0,Parcialmente_nublado
2016,1,29,20,4,15.555555555555555,-1.1111111111111112,32.0,CALMA,0.0,0.0,974.264403,0.0,Despejado
2016,1,29,21,4,15.555555555555555,-0.5555555555555556,33.0,CALMA,0.0,0.0,973.9257640000001,0.0,Despejado
2016,1,29,22,4,14.444444444444445,-1.1111111111111112,35.0,CALMA,0.0,0.0,973.9257640000001,0.0,Despejado
2016,1,29,23,4,13.333333333333334,-0.5555555555555556,39.0,E,2.2352,0.0,974.264403,0.0,Despejado
2016,1,30,0,5,12.222222222222221,1.1111111111111112,47.0,E,3.12928,0.0,974.264403,0.0,Parcialmente_nublado
2016,1,30,1,5,12.222222222222221,0.5555555555555556,45.0,E,2.2352,0.0,974.264403,0.0,Nublado
2016,1,30,2,5,11.666666666666666,0.0,45.0,ESE,3.57632,0.0,973.587125,0.0,Parcialmente_nublado
2016,1,30,3,5,10.555555555555555,0.5555555555555556,50.0,E,3.12928,0.0,973.587125,0.0,Parcialmente_nublado
2016,1,30,4,5,9.444444444444445,0.5555555555555556,54.0,E,3.12928,0.0,973.9257640000001,0.0,Despejado
2016,1,30,5,5,8.88888888888889,1.1111111111111112,58.0,E,2.68224,0.0,973.587125,0.0,Despejado
2016,1,30,6,5,8.88888888888889,0.5555555555555556,56.0,ESE,3.12928,0.0,973.587125,0.0,Despejado
2016,1,30,7,5,8.88888888888889,0.5555555555555556,56.0,E,4.02336,0.0,973.587125,0.0,Parcialmente_nublado
2016,1,30,8,5,8.88888888888889,0.0,54.0,E,4.4704,0.0,973.587125,0.0,Parcialmente_nublado
2016,1,30,9,5,10.555555555555555,-0.5555555555555556,46.0,E,5.36448,0.0,973.587125,0.0,Parcialmente_nublado
2016,1,30,10,5,13.88888888888889,-1.6666666666666667,34.0,E,3.57632,0.0,974.264403,0.0,Despejado
2016,1,30,11,5,16.666666666666668,-1.6666666666666667,29.0,E,4.02336,0.0,974.6030420000001,0.0,Despejado
2016,1,30,12,5,18.88888888888889,-2.7777777777777777,23.0,ESE,2.68224,0.0,973.587125,0.0,Despejado
2016,1,30,13,5,21.11111111111111,-3.888888888888889,18.0,VAR,2.68224,0.0,972.571208,0.0,Parcialmente_nublado
2016,1,30,14,5,21.11111111111111,-3.3333333333333335,19.0,CALMA,0.0,0.0,971.5552910000001,0.0,Parcialmente_nublado
2016,1,30,15,5,22.22222222222222,-3.888888888888889,17.0,CALMA,0.0,0.0,971.5552910000001,0.0,Mayormente_nublado
2016,1,30,16,5,22.77777777777778,-3.888888888888889,17.0,CALMA,0.0,0.0,970.8780130000001,0.0,Parcialmente_nublado
2016,1,30,17,5,22.77777777777778,-2.7777777777777777,18.0,CALMA,0.0,0.0,970.8780130000001,0.0,Despejado
2016,1,30,18,5,22.22222222222222,-2.2222222222222223,20.0,CALMA,0.0,0.0,970.5393740000001,0.0,Parcialmente_nublado
2016,1,30,19,5,21.11111111111111,-2.2222222222222223,21.0,NNE,1.34112,0.0,970.8780130000001,0.0,Despejado
2016,1,30,20,5,19.444444444444443,-1.6666666666666667,24.0,ENE,1.34112,0.0,971.2166520000001,0.0,Mayormente_nublado
2016,1,30,21,5,17.77777777777778,-0.5555555555555556,29.0,ESE,2.2352,0.0,971.5552910000001,0.0,Parcialmente_nublado
2016,1,30,22,5,16.11111111111111,0.5555555555555556,35.0,SE,2.68224,0.0,971.89393,0.0,Parcialmente_nublado
2016,1,30,23,5,15.0,1.1111111111111112,39.0,E,3.57632,0.0,971.89393,0.0,Mayormente_nublado
2016,1,31,0,6,14.444444444444445,1.1111111111111112,41.0,E,4.02336,0.0,972.232569,0.0,Parcialmente_nublado
2016,1,31,1,6,13.333333333333334,1.1111111111111112,44.0,E,4.02336,0.0,972.232569,0.0,Parcialmente_nublado
2016,1,31,2,6,12.777777777777779,1.1111111111111112,45.0,ENE,4.02336,0.0,972.232569,0.0,Despejado
2016,1,31,3,6,12.222222222222221,1.6666666666666667,49.0,E,3.57632,0.0,972.232569,0.0,Despejado
2016,1,31,4,6,11.666666666666666,0.5555555555555556,47.0,ENE,4.02336,0.0,971.89393,0.0,Despejado
2016,1,31,5,6,11.11111111111111,0.5555555555555556,49.0,E,3.57632,0.0,971.5552910000001,0.0,Despejado
2016,1,31,6,6,11.11111111111111,0.5555555555555556,49.0,E,4.02336,0.0,971.5552910000001,0.0,Despejado
2016,1,31,7,6,10.555555555555555,0.5555555555555556,50.0,E,2.68224,0.0,971.89393,0.0,Despejado
2016,1,31,8,6,10.0,1.1111111111111112,54.0,E,3.57632,0.0,972.232569,0.0,Despejado
2016,1,31,9,6,12.222222222222221,0.5555555555555556,45.0,E,4.02336,0.0,972.232569,0.0,Despejado
2016,1,31,10,6,16.11111111111111,0.5555555555555556,35.0,ESE,3.57632,0.0,972.232569,0.0,Despejado
2016,1,31,11,6,18.333333333333332,0.5555555555555556,31.0,ESE,3.12928,0.0,971.89393,0.0,Despejado
2016,1,31,12,6,20.555555555555557,1.1111111111111112,27.0,ESE,3.57632,0.0,970.8780130000001,0.0,Despejado
2016,1,31,13,6,22.77777777777778,1.1111111111111112,24.0,S,3.57632,0.0,969.1848180000001,0.0,Parcialmente_nublado
2016,1,31,14,6,23.333333333333332,0.0,21.0,SSO,3.12928,0.0,967.491623,0.0,Mayormente_nublado
2016,1,31,15,6,23.333333333333332,0.0,21.0,S,2.2352,0.0,965.7984280000001,0.0,Mayormente_nublado
2016,1,31,16,6,23.333333333333332,0.0,21.0,CALMA,0.0,0.0,965.1211500000001,0.0,Mayormente_nublado
2016,1,31,17,6,23.333333333333332,0.0,21.0,CALMA,0.0,0.0,963.766594,0.0,Mayormente_nublado
2016,1,31,18,6,22.22222222222222,1.1111111111111112,25.0,CALMA,0.0,0.0,963.089316,0.0,Mayormente_nublado
2016,1,31,19,6,22.77777777777778,-0.5555555555555556,21.0,SSO,10.72896,14.75232,962.412038,0.0,Mayormente_nublado
2016,1,31,20,6,21.11111111111111,4.444444444444445,33.0,SSO,10.28192,15.6464,962.073399,0.0,Mayormente_nublado
2016,1,31,21,6,20.0,6.111111111111111,40.0,SSO,9.38784,13.4112,961.396121,0.0,Mayormente_nublado
2016,1,31,22,6,18.88888888888889,6.666666666666667,45.0,SSO,9.83488,15.6464,961.396121,0.0,Nublado
2016,1,31,23,6,12.222222222222221,9.444444444444445,83.0,SO,10.28192,16.98752,962.412038,2.54,T-Storm
2016,2,1,0,0,12.777777777777779,4.444444444444445,57.0,OSO,12.51712,19.66976,962.412038,2.54,Light
2016,2,1,1,0,12.222222222222221,1.1111111111111112,47.0,OSO,7.59968,12.51712,963.427955,0.0,Nublado
2016,2,1,2,0,11.11111111111111,0.5555555555555556,49.0,OSO,9.38784,12.51712,964.443872,0.0,Parcialmente_nublado
2016,2,1,3,0,10.555555555555555,-1.6666666666666667,43.0,OSO,7.15264,11.176,965.1211500000001,0.0,Mayormente_nublado
2016,2,1,4,0,10.0,-2.2222222222222223,43.0,OSO,11.176,14.30528,965.4597890000001,0.0,Parcialmente_nublado
2016,2,1,5,0,10.0,-2.7777777777777777,41.0,OSO,6.7056,11.62304,965.7984280000001,0.0,Parcialmente_nublado
2016,2,1,6,0,9.444444444444445,-1.6666666666666667,46.0,OSO,7.15264,0.0,966.1370670000001,0.0,Mayormente_nublado
2016,2,1,7,0,8.88888888888889,-2.2222222222222223,46.0,OSO,6.7056,0.0,966.814345,0.0,Mayormente_nublado
2016,2,1,8,0,8.88888888888889,-1.6666666666666667,48.0,SO,7.15264,11.62304,967.491623,0.0,Mayormente_nublado
2016,2,1,9,0,9.444444444444445,-1.6666666666666667,46.0,OSO,9.38784,13.85824,968.168901,0.0,Nublado
2016,2,1,10,0,9.444444444444445,-1.6666666666666667,46.0,OSO,6.7056,12.96416,969.1848180000001,0.0,Nublado
2016,2,1,11,0,9.444444444444445,-1.6666666666666667,46.0,OSO,6.7056,10.28192,969.8620960000001,0.0,Mayormente_nublado
2016,2,1,12,0,10.0,-1.6666666666666667,44.0,OSO,5.81152,0.0,970.200735,0.0,Mayormente_nublado
2016,2,1,13,0,10.0,-1.1111111111111112,46.0,OSO,6.7056,0.0,969.8620960000001,0.0,Nublado
2016,2,1,14,0,11.11111111111111,-2.2222222222222223,40.0,O,9.83488,11.62304,970.200735,0.0,Nublado
2016,2,1,15,0,10.555555555555555,-2.2222222222222223,41.0,O,6.7056,0.0,970.8780130000001,0.0,Nublado
2016,2,1,16,0,11.11111111111111,-2.7777777777777777,38.0,O,6.25856,0.0,971.2166520000001,0.0,Nublado
2016,2,1,17,0,11.11111111111111,-2.7777777777777777,38.0,OSO,4.4704,9.38784,971.89393,0.0,Nublado
2016,2,1,18,0,11.11111111111111,-2.2222222222222223,40.0,O,3.57632,0.0,972.232569,0.0,Mayormente_nublado
2016,2,1,19,0,11.11111111111111,-2.2222222222222223,40.0,NO,3.12928,0.0,973.248486,0.0,Nublado
2016,2,1,20,0,11.11111111111111,-2.2222222222222223,40.0,ONO,4.02336,0.0,973.587125,0.0,Mayormente_nublado
2016,2,1,21,0,10.555555555555555,-3.888888888888889,36.0,ONO,9.83488,12.51712,974.264403,0.0,Mayormente_nublado
2016,2,1,22,0,10.0,-3.3333333333333335,39.0,ONO,5.81152,0.0,974.6030420000001,0.0,Parcialmente_nublado
2016,2,1,23,0,8.88888888888889,-2.7777777777777777,44.0,ONO,5.36448,0.0,974.941681,0.0,Parcialmente_nublado
2016,2,2,0,1,8.88888888888889,-3.3333333333333335,42.0,O,6.25856,0.0,975.2803200000001,0.0,Despejado
2016,2,2,1,1,8.333333333333334,-3.888888888888889,42.0,ONO,3.12928,0.0,975.618959,0.0,Despejado
2016,2,2,2,1,6.666666666666667,-3.3333333333333335,49.0,NO,3.12928,0.0,975.618959,0.0,Despejado
2016,2,2,3,1,6.111111111111111,-3.888888888888889,49.0,NO,5.81152,0.0,975.618959,0.0,Despejado
2016,2,2,4,1,4.444444444444445,-3.3333333333333335,58.0,OSO,2.68224,0.0,975.2803200000001,0.0,Despejado
2016,2,2,5,1,3.888888888888889,-2.7777777777777777,62.0,SO,3.12928,0.0,975.618959,0.0,Parcialmente_nublado
2016,2,2,6,1,3.3333333333333335,-2.2222222222222223,68.0,SO,3.12928,0.0,976.973515,0.0,Despejado
2016,2,2,7,1,3.3333333333333335,-2.7777777777777777,65.0,OSO,3.12928,0.0,977.989432,0.0,Despejado
2016,2,2,8,1,3.888888888888889,-3.3333333333333335,60.0,O,2.68224,0.0,978.328071,0.0,Despejado
2016,2,2,9,1,5.555555555555555,-4.444444444444445,49.0,O,4.02336,0.0,979.3439880000001,0.0,Despejado
2016,2,2,10,1,6.666666666666667,-7.777777777777778,35.0,ONO,4.02336,0.0,979.3439880000001,0.0,Despejado
2016,2,2,11,1,8.333333333333334,-10.555555555555555,25.0,N,3.57632,0.0,979.682627,0.0,Despejado
2016,2,2,12,1,9.444444444444445,-11.11111111111111,23.0,NO,5.36448,0.0,979.682627,0.0,Despejado
2016,2,2,13,1,10.0,-11.11111111111111,22.0,O,6.25856,0.0,979.005349,0.0,Despejado
2016,2,2,14,1,11.666666666666666,-10.0,21.0,O,5.36448,0.0,978.66671,0.0,Despejado
2016,2,2,15,1,12.222222222222221,-10.555555555555555,20.0,O,6.25856,8.04672,977.989432,0.0,Despejado
2016,2,2,16,1,12.222222222222221,-13.333333333333334,16.0,ONO,5.36448,0.0,977.650793,0.0,Despejado
2016,2,2,17,1,12.777777777777779,-13.88888888888889,15.0,O,6.7056,9.38784,977.989432,0.0,Despejado
2016,2,2,18,1,11.666666666666666,-11.11111111111111,20.0,OSO,4.4704,0.0,977.989432,0.0,Parcialmente_nublado
2016,2,2,19,1,10.555555555555555,-9.444444444444445,24.0,OSO,2.68224,0.0,978.328071,0.0,Despejado
2016,2,2,20,1,8.88888888888889,-7.222222222222222,32.0,SO,1.34112,0.0,979.3439880000001,0.0,Despejado
2016,2,2,21,1,7.777777777777778,-5.555555555555555,39.0,SO,2.2352,0.0,980.0212660000001,0.0,Despejado
2016,2,2,22,1,7.222222222222222,-6.111111111111111,39.0,SO,2.68224,0.0,980.6985440000001,0.0,Despejado
2016,2,2,23,1,8.333333333333334,-8.88888888888889,29.0,O,2.2352,0.0,981.3758220000001,0.0,Despejado
2016,2,3,0,2,6.666666666666667,-6.111111111111111,40.0,ESE,1.34112,0.0,981.3758220000001,0.0,Despejado
2016,2,3,1,2,5.0,-5.555555555555555,47.0,CALMA,0.0,0.0,981.3758220000001,0.0,Despejado
2016,2,3,2,2,3.888888888888889,-3.888888888888889,57.0,E,2.68224,0.0,981.714461,0.0,Despejado
2016,2,3,3,2,3.3333333333333335,-3.888888888888889,60.0,E,2.2352,0.0,981.714461,0.0,Despejado
2016,2,3,4,2,2.7777777777777777,-3.3333333333333335,65.0,CALMA,0.0,0.0,982.0531000000001,0.0,Despejado
2016,2,3,5,2,3.3333333333333335,-3.888888888888889,60.0,CALMA,0.0,0.0,982.391739,0.0,Despejado
2016,2,3,6,2,2.7777777777777777,-4.444444444444445,59.0,ENE,2.2352,0.0,983.069017,0.0,Despejado
2016,2,3,7,2,2.2222222222222223,-3.3333333333333335,67.0,E,2.2352,0.0,983.746295,0.0,Despejado
2016,2,3,8,2,2.7777777777777777,-4.444444444444445,59.0,CALMA,0.0,0.0,984.762212,0.0,Despejado
2016,2,3,9,2,5.555555555555555,-5.555555555555555,45.0,ESE,1.34112,0.0,985.778129,0.0,Despejado
2016,2,3,10,2,7.222222222222222,-6.111111111111111,39.0,CALMA,0.0,0.0,986.455407,0.0,Despejado
2016,2,3,11,2,8.88888888888889,-6.111111111111111,34.0,N,2.68224,0.0,986.7940460000001,0.0,Despejado
2016,2,3,12,2,10.555555555555555,-8.333333333333334,26.0,CALMA,0.0,0.0,986.7940460000001,0.0,Despejado
2016,2,3,13,2,11.666666666666666,-8.88888888888889,23.0,E,2.68224,0.0,985.778129,0.0,Despejado
2016,2,3,14,2,13.333333333333334,-9.444444444444445,20.0,S,2.68224,0.0,985.100851,0.0,Despejado
2016,2,3,15,2,13.333333333333334,-10.0,19.0,VAR,1.34112,0.0,984.762212,0.0,Despejado
2016,2,3,16,2,13.88888888888889,-10.0,18.0,CALMA,0.0,0.0,984.423573,0.0,Despejado
2016,2,3,17,2,13.333333333333334,-10.555555555555555,18.0,CALMA,0.0,0.0,984.762212,0.0,Despejado
2016,2,3,18,2,12.777777777777779,-10.0,20.0,OSO,2.2352,0.0,984.762212,0.0,Nublado
2016,2,3,19,2,11.666666666666666,-8.333333333333334,24.0,OSO,2.68224,0.0,985.4394900000001,0.0,Despejado
2016,2,3,20,2,11.666666666666666,-8.333333333333334,24.0,ONO,2.68224,0.0,985.778129,0.0,Despejado
2016,2,3,21,2,11.11111111111111,-7.222222222222222,27.0,NNO,2.2352,0.0,986.1167680000001,0.0,Despejado
2016,2,3,22,2,10.555555555555555,-7.777777777777778,27.0,NNO,2.2352,0.0,986.455407,0.0,Despejado
2016,2,3,23,2,8.333333333333334,-5.555555555555555,37.0,CALMA,0.0,0.0,987.132685,0.0,Despejado
2016,2,4,0,3,6.666666666666667,-4.444444444444445,45.0,CALMA,0.0,0.0,987.471324,0.0,Despejado
2016,2,4,1,3,7.222222222222222,-5.555555555555555,40.0,E,2.68224,0.0,987.471324,0.0,Despejado
2016,2,4,2,3,7.222222222222222,-7.777777777777778,34.0,E,4.4704,0.0,987.132685,0.0,Despejado
2016,2,4,3,3,7.222222222222222,-9.444444444444445,30.0,E,3.57632,0.0,986.7940460000001,0.0,Despejado
2016,2,4,4,3,7.222222222222222,-9.444444444444445,30.0,N,2.68224,0.0,986.7940460000001,0.0,Despejado
2016,2,4,5,3,5.555555555555555,-7.777777777777778,38.0,N,3.12928,0.0,986.455407,0.0,Despejado
2016,2,4,6,3,3.888888888888889,-6.111111111111111,49.0,SSO,1.34112,0.0,986.7940460000001,0.0,Despejado
2016,2,4,7,3,4.444444444444445,-5.555555555555555,49.0,CALMA,0.0,0.0,986.7940460000001,0.0,Parcialmente_nublado
2016,2,4,8,3,6.111111111111111,-8.88888888888889,34.0,E,6.7056,9.38784,986.455407,0.0,Mayormente_nublado
2016,2,4,9,3,8.333333333333334,-9.444444444444445,28.0,N,3.12928,0.0,987.471324,0.0,Mayormente_nublado
2016,2,4,10,3,11.11111111111111,-11.666666666666666,19.0,ENE,5.36448,0.0,987.471324,0.0,Mayormente_nublado
2016,2,4,11,3,10.555555555555555,-9.444444444444445,24.0,NNO,3.57632,0.0,987.471324,0.0,Mayormente_nublado
2016,2,4,12,3,12.777777777777779,-11.666666666666666,17.0,N,4.02336,0.0,986.455407,0.0,Mayormente_nublado
2016,2,4,13,3,14.444444444444445,-13.333333333333334,14.0,VAR,3.12928,0.0,985.100851,0.0,Mayormente_nublado
2016,2,4,14,3,15.555555555555555,-13.333333333333334,13.0,CALMA,0.0,0.0,983.746295,0.0,Parcialmente_nublado
2016,2,4,15,3,16.666666666666668,-13.88888888888889,11.0,ONO,2.68224,0.0,982.730378,0.0,Despejado
2016,2,4,16,3,17.22222222222222,-14.444444444444445,11.0,CALMA,0.0,0.0,982.0531000000001,0.0,Despejado
2016,2,4,17,3,17.22222222222222,-13.88888888888889,11.0,VAR,3.12928,0.0,981.714461,0.0,Despejado
