Año,Mes,Día,Hora,Día de la semana,Electricidad (kW),Fotovoltaica (kW),Refrigeración (kW),Calefacción (kWh),Energía total (kWh),Emisión (kg CO₂)
2014,4,14,6,0,21505.63,231.73,21385.96258,5530.24977,48421.19062,30200.0
2014,4,14,7,0,20584.54,3468.18,22551.95359,5070.1283,48207.248790000005,30060.0
2014,4,14,8,0,21980.17,8372.31,25252.90408,4580.69973,51812.022090000006,32310.000000000004
2014,4,14,9,0,23974.39,12703.38,26965.577569999998,2995.1856200000007,53933.85613000001,33640.0
2014,4,14,10,0,26448.53,15880.07,29048.837349999998,2605.4011900000005,58101.32575,36240.0
2014,4,14,11,0,28916.62,17458.15,30102.178849999997,2453.00427,61471.642250000004,38340.0
2014,4,14,12,0,28610.0,18143.08,31943.891069999998,2370.94439,62922.343700000005,39240.0
2014,4,14,13,0,27968.27,18115.42,32946.62294,2253.71599,63168.52334,39390.0
2014,4,14,14,0,28309.14,17277.63,34431.7817,2171.6561100000004,64912.29579000001,40480.0
2014,4,14,15,0,28864.99,14935.3,35598.370599999995,2171.6561100000004,66632.62256,41560.0
2014,4,14,16,0,27870.35,10699.17,35833.446879999996,2189.24037,65891.15293000001,41090.0
2014,4,14,17,0,26879.93,6024.7,36063.88072,2154.0718500000003,65096.93052000001,40600.0
2014,4,14,18,0,25345.8,1048.89,33676.6818,2171.6561100000004,61193.22480000001,38160.0
2014,4,14,19,0,24733.77,14.16,30728.13451,2247.85457,57705.67990000001,35990.0
2014,4,14,20,0,24105.42,5.44,28179.11842,2244.9238600000003,54528.79026000001,34010.0
2014,4,14,21,0,24265.54,1.93,25857.01917,2318.1916100000003,52439.194030000006,32700.000000000004
2014,4,14,22,0,24681.05,0.87,22377.897259999998,2224.40889,49282.81936,30740.0
2014,4,14,23,0,23191.59,2.27,20020.66318,2280.0923800000005,45490.48062,28370.0
2014,4,15,0,1,22029.85,1.65,18973.195069999998,2247.85457,43248.48747,26970.0
2014,4,15,1,1,21362.9,1.97,19517.5915,2326.98374,43204.52682,26950.0
2014,4,15,2,1,21173.86,2.32,18498.646259999998,2942.43284,42612.523400000005,26580.0
2014,4,15,3,1,21094.47,4.86,18579.81862,3642.87253,43315.893800000005,27010.0
2014,4,15,4,1,20684.84,8.04,16989.39605,4428.30281,42102.579860000005,26260.0
2014,4,15,5,1,21039.24,4.92,17051.4711,5703.161660000001,43793.59953000001,27310.0
2014,4,15,6,1,22095.88,293.6,19601.331270000002,5240.10948,46935.32065000001,29270.0
2014,4,15,7,1,22562.81,3648.77,21925.25936,5184.425990000001,49669.67308,30980.0
2014,4,15,8,1,21785.98,8136.26,26368.777840000002,4009.2112800000004,52160.776580000005,32530.0
2014,4,15,9,1,24108.91,11199.59,28852.58875,2590.74764,55551.60805000001,34640.0
2014,4,15,10,1,28092.94,14342.95,32140.807900000003,2473.51924,62705.47116000001,39110.0
2014,4,15,11,1,29079.94,16574.77,33457.53753,2326.98374,64862.47372,40450.0
2014,4,15,12,1,29758.14,13279.28,35748.86303,2265.4388300000005,67772.66875000001,42270.0
2014,4,15,13,1,29614.58,14256.35,36563.11887,2165.79469,68341.22649,42620.0
2014,4,15,14,1,29853.13,15940.6,38251.80642,2130.62617,70231.53444,43800.0
2014,4,15,15,1,29602.85,13832.36,39308.41873,2072.0119700000005,70978.86549000001,44270.0
2014,4,15,16,1,28774.69,10486.78,39508.711879999995,2200.9632100000003,70483.5755,43960.0
2014,4,15,17,1,27555.87,5913.75,39118.39522,2180.44824,68854.10074000001,42940.0
2014,4,15,18,1,26024.53,1080.58,35958.968609999996,2151.14114,64135.657640000005,40000.0
2014,4,15,19,1,25336.06,16.36,32382.00376,2107.18049,59821.65252,37310.0
2014,4,15,20,1,24655.03,5.84,29587.360389999998,2244.9238600000003,56486.50454000001,35230.0
2014,4,15,21,1,25210.58,2.24,27262.86958,2145.2797200000005,54616.71156000001,34060.0
2014,4,15,22,1,26163.7,0.89,23488.49552,2233.2010200000004,51885.289840000005,32360.0
2014,4,15,23,1,24288.31,1.54,20166.864869999998,2262.50812,46718.448110000005,29140.0
2014,4,16,0,2,23444.7,1.47,16640.86135,2215.61676,42301.868140000006,26380.0
2014,4,16,1,2,22843.92,2.23,17516.38333,2203.89392,42562.70133,26540.0
2014,4,16,2,2,22432.9,3.15,16528.52837,2212.6860500000003,41173.54479000001,25680.0
2014,4,16,3,2,22729.87,6.57,16316.0664,3138.7904100000005,42184.639740000006,26310.0
2014,4,16,4,2,22734.32,8.75,15220.767090000001,3815.7844200000004,41771.40963,26050.0
2014,4,16,5,2,23208.79,4.26,16482.87771,5266.48587,44957.091400000005,28040.0
2014,4,16,6,2,24341.73,279.62,20513.50039,5788.15225,50642.66880000001,31580.0
2014,4,16,7,2,23940.69,3716.93,21582.598049999997,5383.71427,50906.432700000005,31750.0
2014,4,16,8,2,24380.42,8447.28,25531.45048,4700.85884,54613.78085,34060.0
2014,4,16,9,2,28283.92,12583.07,28967.594650000003,2731.4217200000003,59979.91086,37410.0
2014,4,16,10,2,27992.77,15591.38,30832.30805,2315.2609,61140.47202000001,38130.0
2014,4,16,11,2,30307.37,16837.74,33571.13662999999,2200.9632100000003,66078.71837,41210.0
2014,4,16,12,2,30707.6,17278.9,36571.454159999994,2086.66552,69364.04428,43260.0
2014,4,16,13,2,29949.46,17222.91,38481.6072,2080.8041000000003,70509.95189000001,43970.0
2014,4,16,14,2,28736.52,14695.0,39629.556,2192.1710800000005,70556.84325,44000.0
2014,4,16,15,2,27390.98,12757.61,39873.31927,2104.24978,69366.97499,43260.0
2014,4,16,16,2,26878.77,10268.87,40585.44143,2066.1505500000003,69528.16404,43360.0
2014,4,16,17,2,25657.51,5705.15,40588.184689999995,2104.24978,68350.01862,42630.0
2014,4,16,18,2,24877.38,1057.9,37732.8379,2060.28913,64669.04686,40330.0
2014,4,16,19,2,24846.38,14.81,33787.39696,2054.42771,60686.211970000004,37850.0
2014,4,16,20,2,24448.71,24.47,31388.13473,2121.83404,57957.720960000006,36150.0
2014,4,16,21,2,24841.4,2.5,29026.71542,2101.31907,55967.76887000001,34900.0
2014,4,16,22,2,26161.41,0.77,25716.12815,1995.8135100000002,53872.31122,33600.0
2014,4,16,23,2,24545.18,0.64,23073.31367,1925.4764700000003,49543.652550000006,30900.0
2014,4,17,0,3,23153.7,0.64,22276.22079,1940.1300200000003,47369.06573,29540.0
2014,4,17,1,3,22357.46,0.87,20211.67145,2019.25919,44587.82194,27810.0
2014,4,17,2,3,21641.51,2.12,19300.31124,2124.7647500000003,43066.78345,26860.0
2014,4,17,3,3,20864.02,3.76,18391.06123,2177.51753,41431.447270000004,25840.0
2014,4,17,4,3,21044.31,7.37,17960.93213,2332.8451600000003,41337.66455000001,25780.0
2014,4,17,5,3,21505.46,6.32,19992.91405,2596.60906,44095.462660000005,27500.0
2014,4,17,6,3,22892.63,286.78,21718.10806,3534.4362600000004,48142.77317000001,30030.0
2014,4,17,7,3,23442.67,3596.88,23405.14262,3654.5953700000005,50501.99472,31500.0
2014,4,17,8,3,24752.72,8137.37,29321.65104,3200.33532,57271.93482,35720.0
2014,4,17,9,3,27020.0,12143.39,31877.91215,2403.1822,61301.66107,38230.0
2014,4,17,10,3,29146.84,15373.18,33032.96529,2244.9238600000003,64422.86722000001,40180.0
2014,4,17,11,3,29574.82,16722.39,35856.23704,2151.14114,67579.24189,42150.0
2014,4,17,12,3,29765.35,17246.43,37244.994829999996,1966.5064100000002,68974.25985,43020.0
2014,4,17,13,3,29769.28,16735.59,38696.56624,1989.9520900000002,70454.2684,43940.0
2014,4,17,14,3,29194.65,14097.59,39988.9934,2107.18049,71289.52075000001,44460.0
2014,4,17,15,3,29107.81,12436.45,41258.87659,1966.5064100000002,72332.85351,45110.0
2014,4,17,16,3,28692.87,9591.81,42004.867459999994,1943.0607300000001,72637.64735,45300.0
2014,4,17,17,3,27717.23,3804.78,41537.669180000004,2028.0513200000003,71280.72862000001,44450.0
2014,4,17,18,3,26547.36,981.58,38070.43473,1987.0213800000004,66603.31546,41540.0
2014,4,17,19,3,26342.63,18.89,34739.65988,2074.94268,63156.800500000005,39390.0
2014,4,17,20,3,25678.73,5.34,32377.079959999995,2042.70487,60097.13926,37480.0
2014,4,17,21,3,25418.32,2.03,29568.57961,2001.6749300000001,56987.65595,35540.0
2014,4,17,22,3,25894.79,0.64,26365.014649999997,1943.0607300000001,54200.550740000006,33800.0
2014,4,17,23,3,23900.23,0.62,23790.85201,1943.0607300000001,49631.57385,30950.0
2014,4,18,0,4,22994.76,0.65,22353.55962,1840.4858800000002,47187.361710000005,29430.0
2014,4,18,1,4,22523.15,0.78,21672.8091,1872.72369,46067.83049,28730.0
2014,4,18,2,4,22273.87,1.69,20776.53682,1902.0307900000003,44951.229980000004,28030.0
2014,4,18,3,4,22167.22,2.37,20895.86863,1987.0213800000004,45047.94341000001,28100.0
2014,4,18,4,4,22227.11,3.73,20683.05496,2104.24978,45012.77489000001,28070.0
2014,4,18,5,4,22833.73,6.26,21576.37296,2294.74593,46703.79456000001,29130.0
2014,4,18,6,4,24166.77,188.77,25017.54644,2672.80752,51855.98274000001,32340.000000000004
2014,4,18,7,4,24186.02,1488.93,26376.05803,2634.7082900000005,53195.31721,33180.0
2014,4,18,8,4,24306.52,5361.59,28669.95094,2587.8169300000004,55563.330890000005,34650.0
2014,4,18,9,4,25579.57,5759.06,31774.758540000003,2121.83404,59475.828740000004,37090.0
2014,4,18,10,4,26736.72,4724.82,33015.063760000005,2051.4970000000003,61799.88177000001,38540.0
2014,4,18,11,4,26012.26,4909.58,33026.599519999996,2069.08126,61105.30350000001,38110.0
2014,4,18,12,4,25745.17,4153.1,32309.58873,1975.2985400000002,60026.802220000005,37440.0
2014,4,18,13,4,26428.48,5583.0,33037.6429,1863.9315600000002,61328.03746,38250.0
2014,4,18,14,4,26130.24,4504.56,33668.9444,2048.56629,61846.77313000001,38570.0
2014,4,18,15,4,26171.02,5110.01,33982.97733,1913.7536300000002,62063.645670000005,38710.0
2014,4,18,16,4,25603.87,2625.08,33386.07209,1922.54576,60908.94593000001,37990.0
2014,4,18,17,4,24404.87,1422.29,32502.566519999997,1940.1300200000003,58848.65680000001,36700.0
2014,4,18,18,4,23185.4,415.95,30354.242239999996,1922.54576,55460.75604000001,34590.0
2014,4,18,19,4,22906.42,12.1,28002.88155,1887.3772400000003,52793.80994,32930.0
2014,4,18,20,4,21457.49,0.67,25754.076579999997,1916.6843400000002,49127.49173,30640.0
2014,4,18,21,4,22761.6,0.89,24472.30593,2042.70487,49276.95794,30730.0
2014,4,18,22,4,23459.75,1.45,22254.802259999997,2461.7964,48175.01098000001,30050.0
2014,4,18,23,4,23028.33,1.07,20335.15332,2611.26261,45974.047770000005,28670.0
2014,4,19,0,5,22489.66,1.23,19169.408499999998,2283.02309,43940.135030000005,27400.0
2014,4,19,1,5,22047.03,1.75,18376.395340000003,2297.67664,42718.02896,26640.0
2014,4,19,2,5,21559.39,3.69,17589.67761,2414.90504,41563.32922,25920.0
2014,4,19,3,5,20956.98,5.71,17242.0925,2400.25149,40599.12563,25320.0
2014,4,19,4,5,20517.95,4.48,16109.126119999999,2628.8468700000003,39253.92974,24480.0
2014,4,19,5,5,20639.28,3.0,16131.17771,2690.3917800000004,39462.01015,24610.0
2014,4,19,6,5,20680.56,270.12,17501.82295,3176.8896400000003,41358.179520000005,25790.0
2014,4,19,7,5,20828.59,1403.22,20123.289240000002,3232.57313,44183.38396,27550.0
2014,4,19,8,5,20736.76,6210.71,23006.49067,3159.3053800000002,46900.15213,29250.0
2014,4,19,9,5,22112.21,10062.69,26303.50232,2244.9238600000003,50660.25306000001,31590.0
2014,4,19,10,5,23807.54,13778.67,28071.07618,1954.78357,53831.28128000001,33570.0
2014,4,19,11,5,24886.79,14748.2,30950.47925,1902.0307900000003,57737.91771,36010.0
2014,4,19,12,5,24743.09,16017.09,32103.21117,1887.3772400000003,58731.428400000004,36630.0
2014,4,19,13,5,24913.29,15811.64,32145.591019999996,1878.5851100000002,58936.578100000006,36760.0
2014,4,19,14,5,24727.54,13719.03,33028.88557,1855.1394300000002,59610.64140000001,37180.0
2014,4,19,15,5,24553.99,13029.76,33456.23624,1817.0402000000001,59827.513940000004,37310.0
2014,4,19,16,5,24198.69,10502.5,33525.59148,1843.4165900000003,59566.68075000001,37150.0
2014,4,19,17,5,22832.29,5307.32,32598.75647,1811.1787800000002,57239.69701,35700.0
2014,4,19,18,5,22629.46,1288.99,32157.37297,1846.3473000000001,56630.10933,35320.0
2014,4,19,19,5,23147.47,21.33,29349.787040000003,1957.7142800000001,54452.59180000001,33960.0
2014,4,19,20,5,23013.38,4.8,27331.59176,1904.9615000000001,52248.69788000001,32580.0
2014,4,19,21,5,22319.51,1.71,25177.253409999998,1849.27801,49347.294980000006,30770.0
2014,4,19,22,5,20666.67,0.73,22791.95367,1849.27801,45305.845890000004,28260.0
2014,4,19,23,5,19949.67,0.67,21142.0938,1852.2087200000003,42943.69363,26780.0
2014,4,20,0,6,19461.6,0.74,19521.56571,1984.09067,40968.39509,25550.0
2014,4,20,1,6,18895.51,1.34,19209.959509999997,1966.5064100000002,40071.59783,24990.0
2014,4,20,2,6,18577.22,1.61,19087.77893,2013.3977700000003,39675.951980000005,24740.0
2014,4,20,3,6,18314.47,3.42,18546.16093,2095.4576500000003,38954.99732,24290.0
2014,4,20,4,6,18479.35,6.33,17360.29887,2379.73652,38219.389110000004,23840.0
2014,4,20,5,6,18661.5,5.11,17113.79234,2494.0342100000003,38269.211180000006,23870.0
2014,4,20,6,6,18597.39,341.46,17904.76564,2625.9161600000007,39127.90921,24400.0
2014,4,20,7,6,18646.62,3701.67,20400.886049999997,2684.53036,41730.37969,26030.0
2014,4,20,8,6,19786.01,8043.91,23813.04428,2851.5808300000003,46448.822790000006,28970.0
2014,4,20,9,6,21377.21,12045.94,26463.772009999997,2101.31907,49942.22911,31150.0
2014,4,20,10,6,22281.28,14875.42,27881.19335,1893.2386600000002,52055.27102000001,32460.0
2014,4,20,11,6,22884.72,16201.42,29254.933549999998,1802.3866500000004,53942.64826000001,33640.0
2014,4,20,12,6,23545.67,16968.83,30543.17548,1799.45594,55885.70899000001,34850.0
2014,4,20,13,6,23339.54,15687.88,32210.233480000003,1773.0795500000002,57321.756890000004,35750.0
2014,4,20,14,6,22722.12,13920.61,33692.40279,1737.91103,58151.14782,36270.0
2014,4,20,15,6,22606.72,12436.41,34176.23648,1764.28742,58546.79367000001,36510.0
2014,4,20,16,6,22481.65,9974.97,34549.42535,1778.9409700000003,58807.626860000004,36670.0
2014,4,20,17,6,22220.76,5818.41,34410.785209999995,1761.35671,58391.46604000001,36410.0
2014,4,20,18,6,22009.56,1130.93,33345.62659,1817.0402000000001,57172.290680000006,35650.0
2014,4,20,19,6,22436.39,17.67,30588.54478,1758.4260000000002,54780.831320000005,34160.0
2014,4,20,20,6,22366.81,5.99,28209.364619999997,1808.24807,52383.51054000001,32670.0
2014,4,20,21,6,22896.14,2.96,26581.310149999998,1896.16937,51372.415590000004,32040.0
2014,4,20,22,6,22047.51,0.8,25573.75999,1849.27801,49470.38480000001,30850.0
2014,4,20,23,6,20373.71,0.61,23125.50595,1869.7929800000002,45367.39080000001,28290.0
2014,4,21,0,0,19796.82,0.63,21198.08444,1852.2087200000003,42844.049490000005,26720.0
2014,4,21,1,0,19645.14,0.64,20303.92236,1875.6544000000004,41824.162410000004,26080.0
2014,4,21,2,0,19478.23,1.44,19970.75695,1910.82292,41361.110230000006,25790.0
2014,4,21,3,0,19183.31,2.02,19809.994880000002,2039.7741600000002,41032.87071,25590.0
2014,4,21,4,0,19144.52,4.05,20848.84634,2066.1505500000003,42058.619210000004,26230.0
2014,4,21,5,0,18926.62,7.07,20554.789969999998,2151.14114,41630.735550000005,25960.0
2014,4,21,6,0,20437.89,350.46,23626.78396,2324.05303,46387.27788,28930.0
2014,4,21,7,0,21702.52,3599.63,27040.17314,2514.5491800000004,51255.187190000004,31970.0
2014,4,21,8,0,23234.2,7973.08,30622.76519,2370.94439,56225.671350000004,35070.0
2014,4,21,9,0,25060.5,11879.53,33567.58446,2036.8434500000003,60665.69700000001,37830.0
2014,4,21,10,0,27294.48,14759.29,36117.19844,1837.55517,65246.39673000001,40690.0
2014,4,21,11,0,29229.7,16166.41,38864.74918,1702.74251,69794.85865000001,43530.0
2014,4,21,12,0,29357.27,15739.45,40397.31709999999,1714.46535,71465.36335,44570.0
2014,4,21,13,0,29202.59,14563.78,42166.89565,1649.98973,73015.70894,45540.0
2014,4,21,14,0,29065.33,13596.73,43417.29466,1696.88109,74176.27010000001,46260.0
2014,4,21,15,0,28967.78,12366.31,44557.43572,1711.53464,75234.25641,46920.0
2014,4,21,16,0,28692.72,9936.72,44774.85666,1726.18819,75190.29576000001,46890.0
2014,4,21,17,0,27444.58,5723.36,44899.11227,1734.9803200000001,74076.62596,46200.0
2014,4,21,18,0,26472.09,1120.28,41598.16158,1758.4260000000002,69827.09646,43550.0
2014,4,21,19,0,26186.57,15.1,37712.01726,1752.5645800000002,65647.90400000001,40940.0
2014,4,21,20,0,25669.62,5.77,34637.1745,1708.6039300000002,62013.8236,38670.0
2014,4,21,21,0,25965.6,2.41,31761.604959999997,1734.9803200000001,59461.17519,37080.0
2014,4,21,22,0,26329.69,0.8,28191.60377,1732.0496100000003,56252.04774,35080.0
2014,4,21,23,0,24662.52,0.61,24991.16894,1658.7818600000003,51310.87068000001,32000.0
2014,4,22,0,1,23405.46,0.6,23348.90579,1714.46535,48468.08198,30230.0
2014,4,22,1,1,22663.84,0.67,21927.05303,1720.3267700000001,46311.07942000001,28880.0
2014,4,22,2,1,22282.23,1.32,21181.62488,1749.6338700000001,45212.06317000001,28200.0
2014,4,22,3,1,22172.95,1.91,21486.44327,1822.90162,45481.68849,28360.0
2014,4,22,4,1,22385.92,3.03,21642.9146,1989.9520900000002,46015.077710000005,28700.0
2014,4,22,5,1,20602.85,6.84,21724.96621,2159.9332700000004,44488.177800000005,27740.0
2014,4,22,6,1,20515.79,387.88,25560.11403,2209.75534,48286.377960000005,30110.0
2014,4,22,7,1,20977.05,3039.21,28109.23563,2069.08126,51155.54305000001,31900.0
2014,4,22,8,1,21575.28,7255.83,31300.77245,2013.3977700000003,54889.26759,34230.0
2014,4,22,9,1,22917.6,9801.46,34636.61178,1992.8828,59546.16578000001,37140.0
2014,4,22,10,1,24145.52,11083.95,37711.7359,1872.72369,63728.28895,39740.0
2014,4,22,11,1,24851.0,11706.59,39840.25947,1723.2574800000002,66412.81931,41420.0
2014,4,22,12,1,25727.7,15241.97,41325.94578,1696.88109,68748.59518,42870.0
2014,4,22,13,1,24474.96,14054.14,42062.827620000004,1673.43541,68209.34454,42540.0
2014,4,22,14,1,25592.53,13099.79,44521.10511,1708.6039300000002,71819.97926000001,44790.0
2014,4,22,15,1,25744.81,11642.05,45121.597689999995,1729.1189000000002,72593.6867,45270.0
2014,4,22,16,1,25297.61,7658.45,45390.402,1784.80239,72470.59688000001,45190.0
2014,4,22,17,1,24043.54,3434.7,44270.16716,1761.35671,70073.2761,43700.0
2014,4,22,18,1,22696.83,875.42,39851.02149,1743.7724500000002,64288.05456000001,40090.0
2014,4,22,19,1,22150.12,24.18,35999.94166,1884.4465300000002,60032.663640000006,37440.0
2014,4,22,20,1,21859.58,4.87,33727.39694,1781.8716800000002,57365.717540000005,35780.0
2014,4,22,21,1,21308.43,1.89,31541.897969999998,1781.8716800000002,54628.434400000006,34070.0
2014,4,22,22,1,21815.06,0.88,26607.793159999997,1793.59452,50214.78514000001,31320.0
2014,4,22,23,1,21529.23,2.79,24983.60739,1773.0795500000002,48283.447250000005,30110.0
2014,4,23,0,2,20427.25,3.93,25855.5772,1740.8417400000003,48022.61406000001,29950.0
2014,4,23,1,2,19796.18,3.43,22827.4402,1764.28742,44385.60295,27680.0
2014,4,23,2,2,19312.73,3.91,21174.23918,2133.55688,42621.31553000001,26580.0
2014,4,23,3,2,18465.73,5.02,20947.56853,2186.3096600000003,41598.497740000006,25940.0
2014,4,23,4,2,18407.52,4.95,20304.203719999998,2397.32078,41109.06917000001,25640.0
2014,4,23,5,2,19598.43,6.03,20841.98819,2455.9349800000005,42893.87156000001,26750.0
2014,4,23,6,2,20755.28,438.75,23895.44759,3127.06757,47779.365130000006,29800.0
2014,4,23,7,2,21486.96,4029.66,25366.04597,3285.3259100000005,50138.58668000001,31270.0
2014,4,23,8,2,21533.6,8431.15,28802.33082,2690.3917800000004,53025.336030000006,33070.0
2014,4,23,9,2,23250.29,13211.14,30465.23876,2403.1822,56117.23508,35000.0
2014,4,23,10,2,24170.76,15734.52,32027.103290000003,2300.60735,58496.971600000004,36480.0
2014,4,23,11,2,24726.89,17231.69,33244.72386,2218.5474700000004,60187.991270000006,37540.0
2014,4,23,12,2,25670.47,17961.78,34201.10167,2162.86398,62031.40786000001,38690.0
2014,4,23,13,2,26212.95,17924.73,35373.66947,2054.42771,63640.36765000001,39690.0
2014,4,23,14,2,26024.14,16676.7,36272.47399,2045.6355800000003,64340.80734000001,40120.0
2014,4,23,15,2,24847.15,12535.18,37051.77084999999,2045.6355800000003,63942.230780000005,39880.0
2014,4,23,16,2,24485.25,10524.18,37490.340749999996,2133.55688,64109.28125000001,39980.0
2014,4,23,17,2,23195.83,5856.59,36911.16119,2092.52694,62195.52762000001,38790.0
2014,4,23,18,2,22224.52,1242.55,34584.45467,2063.21984,58872.10248,36710.0
2014,4,23,19,2,22103.06,15.92,31834.969579999997,2174.58682,56111.373660000005,34990.0
2014,4,23,20,2,21711.85,5.78,29298.755370000003,2171.6561100000004,53180.663660000006,33170.0
2014,4,23,21,2,20904.55,2.41,27190.52489,2159.9332700000004,50252.88437000001,31340.0
2014,4,23,22,2,20519.69,0.72,23469.433380000002,2151.14114,46138.167530000006,28770.0
2014,4,23,23,2,19755.94,0.65,21742.72706,2077.87339,43576.72699,27180.0
2014,4,24,0,3,19993.19,0.65,22478.23727,2142.34901,44614.19833,27820.0
2014,4,24,1,3,19481.63,1.36,19303.96892,2420.7664600000003,41205.7826,25700.0
2014,4,24,2,3,19049.36,1.82,18277.11043,2482.3113700000004,39807.83393000001,24830.0
2014,4,24,3,3,18655.37,3.62,17697.71985,2760.7288200000003,39113.25566,24390.0
2014,4,24,4,3,18351.44,7.94,17356.008130000002,3595.98117,39300.8211,24510.0
2014,4,24,5,3,18191.23,6.5,16005.1636,4018.0034100000007,38213.52769,23830.0
2014,4,24,6,3,18970.91,501.78,19290.85051,5823.320770000001,44083.73982,27490.0
2014,4,24,7,3,19889.37,4198.5,22906.46719,4973.4148700000005,47767.64229,29790.0
2014,4,24,8,3,21387.27,8527.59,25724.63929,3549.08981,50660.25306000001,31590.0
2014,4,24,9,3,23192.22,13217.43,27594.55785,2587.8169300000004,53374.090520000005,33290.0
2014,4,24,10,3,25364.15,15581.37,32399.061209999996,2285.9538000000002,60047.31719,37450.0
2014,4,24,11,3,25448.6,16632.6,33970.73817,2300.60735,61717.82189000001,38490.0
2014,4,24,12,3,25987.81,16969.88,36046.82327,2174.58682,64208.925390000004,40040.0
2014,4,24,13,3,26379.49,16830.57,37413.88117,2057.35842,65847.19228,41070.0
2014,4,24,14,3,25374.46,12948.08,38484.31529,2072.0119700000005,65929.25216,41120.0
2014,4,24,15,3,24699.3,10442.02,39586.96513,2086.66552,66371.78937,41390.0
2014,4,24,16,3,24381.5,9442.57,39910.84566,2016.3284800000001,66304.38304000002,41350.0
2014,4,24,17,3,23371.58,5304.57,40289.97826,2092.52694,65753.40956000001,41010.0
2014,4,24,18,3,22363.51,1210.31,36420.04731,2045.6355800000003,60826.88605000001,37930.0
2014,4,24,19,3,21922.13,72.55,33542.719269999994,2004.6056400000002,57468.29239000001,35840.0
2014,4,24,20,3,21483.27,5.81,30552.70655,2115.97262,54150.72867000001,33770.0
2014,4,24,21,3,21013.76,2.27,28503.315479999997,2124.7647500000003,51639.1102,32200.000000000004
2014,4,24,22,3,21208.43,0.72,24935.60034,1984.09067,48128.119620000005,30010.0
2014,4,24,23,3,20265.64,0.65,20684.03972,1995.8135100000002,42943.69363,26780.0
2014,4,25,0,4,19469.5,0.66,24624.76788,1934.2686,46029.73126000001,28710.0
2014,4,25,1,4,18851.98,0.78,20994.731499999998,2010.4670600000002,41856.40022,26100.0
2014,4,25,2,4,18416.83,2.07,17994.58982,2145.2797200000005,38556.42076,24050.0
2014,4,25,3,4,18236.44,2.76,17719.63076,2321.1223200000004,38278.00331000001,23870.0
2014,4,25,4,4,17709.63,6.05,16701.77579,2406.1129100000003,36815.579020000005,22960.0
2014,4,25,5,4,18034.27,7.58,17142.280039999998,2807.6201800000003,37984.932310000004,23690.0
2014,4,25,6,4,18567.76,512.42,20158.77577,3751.3088000000007,42477.71074,26490.0
2014,4,25,7,4,19309.14,3403.18,22812.03574,3634.0804000000003,45754.24452000001,28530.0
2014,4,25,8,4,20811.09,7167.69,26971.20477,2831.06586,50613.3617,31560.0
2014,4,25,9,4,22805.06,11352.83,29595.06262,2227.3396000000002,54628.434400000006,34070.0
2014,4,25,10,4,24376.04,15309.0,33419.13189,2098.3883600000004,59891.98956000001,37350.0
2014,4,25,11,4,25003.31,16624.35,34761.359769999995,2083.7348100000004,61846.77313000001,38570.0
2014,4,25,12,4,25691.03,17477.01,36481.45413,1890.3079500000001,64062.389890000006,39950.0
2014,4,25,13,4,25915.44,16303.43,37913.541359999996,1866.8622700000003,65694.79536,40970.0
2014,4,25,14,4,24911.81,13626.72,39659.27465,1814.1094900000003,66383.51221,41400.0
2014,4,25,15,4,24322.48,11524.76,40124.81994,1919.61505,66365.92795,41390.0
2014,4,25,16,4,23677.0,6860.8,39947.176269999996,1916.6843400000002,65536.53702,40870.0
2014,4,25,17,4,22579.73,4352.24,38902.55693,1984.09067,63467.455760000004,39580.0
2014,4,25,18,4,21462.57,1271.82,34912.801790000005,1989.9520900000002,58362.15894,36400.0
2014,4,25,19,4,21121.18,39.64,32082.63672,1960.6449900000002,55164.75433,34400.0
2014,4,25,20,4,20733.8,5.88,29498.16927,2069.08126,52298.51995,32619.999999999996
2014,4,25,21,4,20440.68,2.61,27525.06193,1981.1599600000002,49945.15982,31150.0
2014,4,25,22,4,21047.14,0.83,24080.30111,1896.16937,47023.24195,29330.0
2014,4,25,23,4,20369.08,1.03,21430.171270000003,1943.0607300000001,43740.846750000004,27280.0
2014,4,26,0,5,19633.31,1.36,19865.7745,1966.5064100000002,41463.68508,25860.0
2014,4,26,1,5,19206.52,1.06,19009.10364,1937.1993100000002,40153.65771,25040.0
2014,4,26,2,5,18774.24,1.82,18332.18665,2069.08126,39174.80057,24430.0
2014,4,26,3,5,18569.38,2.7,17951.22521,2344.568,38864.14531000001,24240.0
2014,4,26,4,5,17998.37,3.86,18058.81024,2403.1822,38459.70733,23980.0
2014,4,26,5,5,17850.02,6.12,18293.46448,2910.1950300000003,39051.710750000006,24360.0
2014,4,26,6,5,17724.96,85.91,20106.37247,3891.98288,41721.58756000001,26020.0
2014,4,26,7,5,17917.9,680.17,21079.35052,4809.29511,43805.32237,27320.0
2014,4,26,8,5,18216.58,958.87,20758.21325,4542.6005000000005,43515.18208,27140.0
2014,4,26,9,5,18585.3,3088.38,20278.705469999997,4709.650970000001,43570.86557,27170.0
2014,4,26,10,5,19600.6,5049.1,21002.996450000002,5928.826330000001,46533.81338000001,29020.0
2014,4,26,11,5,21045.36,9406.35,20880.71036,6218.96662,48142.77317000001,30020.0
2014,4,26,12,5,21222.08,15400.01,21231.742130000002,5269.416580000001,47723.68164,29760.0
2014,4,26,13,5,21656.35,17266.75,23651.191939999997,2669.87681,47975.7227,29920.0
2014,4,26,14,5,21454.16,15865.66,24293.29063,2587.8169300000004,48333.26932,30140.0
